side_in_poke_index,side_in_time,center_in_poke_index,center_in_time,chose_left,chose_right,left_reward_prob,right_reward_prob,was_rewarded,word_l1,word_l1_generic,word_l2,word_l2_generic,word_l3,word_l3_generic,switched,1_Reward,1_Choice,1_Switch,2_Reward,2_Choice,2_Switch,3_Reward,3_Choice,3_Switch,reward_seq_3,choice_seq_3,choice_seq_3_letters,switch_seq_3,Q_left,Q_right,Q_diff,Rolling_Accuracy,Rolling_PRight,Expected_PRight,Signed_Deviation,Choice_Deviation,Rolling_Switch_Rate,Behavioral_State,matched_side_in_index,photometry_side_in_index,photometry_side_out_index,photometry_center_in_index,photometry_center_out_index,photometry_outcome_index,center_in_s,center_out_s,side_in_s,side_out_s,peak_z_center_in,auc_center_in,peak_z_side_in,auc_side_in,peak_z_outcome,auc_outcome,peak_z_side_out,auc_side_out,mouse,date,hemisphere,dob,treatment,viral_expression,age_days
698,771.9439923763275,697,771.6249939054251,False,True,0.09999999999999998,0.9,False,r,a,Rr,Aa,RRr,AAa,0,1,1,0,1,1,0,1,1,1,111,111,RRR,001,0.9999999125781563,0.9976631309701496,-0.002336781608006766,0.8,0.8,0.9,-0.09999999999999998,0.09999999999999998,0.2,Exploration,14318,14329,14360,14321,14323,14329,773.334,773.442,773.766,775.4399999999999,1.2616312688926516,-1.1344048735076164,1.8214230014507748,-0.3318576620743689,1.8214230014507748,-0.3318576620743689,0.7267175250861876,-0.6071664640409822,WCL25,060223,green_r,,,,
710,781.0139995068312,709,780.6029979139566,False,True,0.09999999999999998,0.9,True,R,A,rR,aA,RrR,AaA,0,0,1,0,1,1,0,1,1,0,011,111,RRR,000,0.9999999125781563,0.13318807757138296,-0.8668118350067734,0.8,1.0,0.9,0.09999999999999998,0.09999999999999998,0.2,Exploration,14486,14471,14514,14466,14467,14471,781.164,781.218,781.434,783.756,1.890250939689287,0.7375541271399922,1.9675535468629903,0.5862395521405772,1.9675535468629903,0.5862395521405772,7.683113756836729,5.94042367996354,WCL25,060223,green_r,,,,
712,783.3199918270111,711,782.9590000212193,False,True,0.09999999999999998,0.9,True,R,A,RR,AA,rRR,aAA,0,1,1,0,0,1,0,1,1,0,101,111,RRR,000,0.9999999125781563,0.8842805652726116,-0.11571934730554478,0.8,1.0,0.9,0.09999999999999998,0.09999999999999998,0.0,Exploitation,14529,14526,14528,14519,-1,14526,784.026,,784.404,784.512,5.151482928255142,3.8201447742898806,1.8323856386946813,1.2838572701962678,1.8323856386946813,1.2838572701962678,1.3682837030916504,0.8423224151345275,WCL25,060223,green_r,,,,
714,786.1620001494884,713,785.8309920877218,False,True,0.09999999999999998,0.9,True,R,A,RR,AA,RRR,AAA,0,1,1,0,1,1,0,0,1,0,110,111,RRR,000,0.9999999125781563,0.9845514497122886,-0.015448462865867763,0.8,1.0,0.9,0.09999999999999998,0.09999999999999998,0.0,Exploitation,14581,14603,14607,14597,-1,14603,788.2379999999999,,788.562,788.778,-1.604582530832001,-2.630560097164714,-1.249123673164234,-2.410366299603925,-1.249123673164234,-2.410366299603925,-0.9078836165861192,-2.1949232735855246,WCL25,060223,green_r,,,,
716,788.7289948761463,715,788.4389944374561,False,True,0.09999999999999998,0.9,True,R,A,RR,AA,RRR,AAA,0,1,1,0,1,1,0,1,1,0,111,111,RRR,000,0.9999999125781563,0.997937617768751,-0.0020622948094053406,0.8,1.0,0.9,0.09999999999999998,0.09999999999999998,0.0,Exploitation,14629,14603,14607,14598,-1,14603,788.292,,788.562,788.778,-1.6371225206487865,-2.6480500049251026,-1.249123673164234,-2.410366299603925,-1.249123673164234,-2.410366299603925,-0.9078836165861192,-2.1949232735855246,WCL25,060223,green_r,,,,
734,802.8729937970638,733,802.4819981306791,False,True,0.09999999999999998,0.9,True,R,A,RR,AA,RRR,AAA,0,1,1,0,1,1,0,1,1,0,111,111,RRR,000,0.9999999125781563,0.9997246718696217,-0.0002752407085346853,1.0,1.0,0.9,0.09999999999999998,0.09999999999999998,0.0,Exploitation,14891,14881,14915,14877,14877,14881,803.358,803.358,803.574,805.41,2.020039196834684,0.38981423003448695,0.6788007316906907,-0.6055014371074524,0.6788007316906907,-0.6055014371074524,0.9854122663999342,0.055086040081305826,WCL25,060223,green_r,,,,
736,805.7119946926832,735,805.2799914032221,False,True,0.09999999999999998,0.9,True,R,A,RR,AA,RRR,AAA,0,1,1,0,1,1,0,1,1,0,111,111,RRR,000,0.9999999125781563,0.9999632436809098,-3.6668897246516785e-05,1.0,1.0,0.9,0.09999999999999998,0.09999999999999998,0.0,Exploitation,14943,14924,14964,14919,14921,14924,805.626,805.734,805.896,808.056,0.8358458167525482,0.053720167311582426,4.530558092951,0.860034242115883,4.530558092951,0.860034242115883,0.9460038966739972,0.0442213865743838,WCL25,060223,green_r,,,,
738,808.1989958882332,737,807.7209960669279,False,True,0.09999999999999998,0.9,True,R,A,RR,AA,RRR,AAA,0,1,1,0,1,1,0,1,1,0,111,111,RRR,000,0.9999999125781563,0.9999950930295746,-4.819548581780353e-06,1.0,1.0,0.9,0.09999999999999998,0.09999999999999998,0.0,Exploitation,14989,14977,14980,14968,14969,14977,808.2719999999999,808.326,808.758,808.92,0.7155387754725215,-0.09700686045388346,1.00977597610187,-0.16820563698426116,1.00977597610187,-0.16820563698426116,1.4734545048758287,0.1491833207295844,WCL25,060223,green_r,,,,
740,810.8689974993467,739,810.616997256875,False,True,0.09999999999999998,0.9,True,R,A,RR,AA,RRR,AAA,0,1,1,0,1,1,0,1,1,0,111,111,RRR,000,0.9999999125781563,0.9999993449192043,-5.676589520664521e-07,1.0,1.0,0.9,0.09999999999999998,0.09999999999999998,0.0,Exploitation,15039,15021,15053,15016,-1,15021,810.864,,811.134,812.862,2.5680194418548177,1.224189501289536,1.8086527885176955,0.324888921733566,1.8086527885176955,0.324888921733566,-0.6144099400413097,-2.1132243130006403,WCL25,060223,green_r,,,,
742,813.1919983774424,741,812.9289943724871,False,True,0.09999999999999998,0.9,True,R,A,RR,AA,RRR,AAA,0,1,1,0,1,1,0,1,1,0,111,111,RRR,000,0.9999999125781563,0.9999999125466812,-3.1475155815030575e-11,1.0,1.0,0.9,0.09999999999999998,0.09999999999999998,0.0,Exploitation,15082,15064,15095,15058,15060,15064,813.132,813.24,813.456,815.13,-1.6897285588197941,-2.3522344975415534,-1.1470875909597258,-1.8481835021542365,-1.1470875909597258,-1.8481835021542365,1.258106043114789,-0.87428791130186,WCL25,060223,green_r,,,,
747,818.4009924530983,746,817.4290001392365,False,True,0.09999999999999998,0.9,True,R,A,RR,AA,RRR,AAA,0,1,1,0,1,1,0,1,1,0,111,111,RRR,000,0.9999999125781563,0.9999999883249776,7.574682125977006e-08,1.0,1.0,0.9,0.09999999999999998,0.09999999999999998,0.0,Exploitation,15178,15170,15200,15152,15165,15170,818.208,818.91,819.18,820.8,4.528043923118444,2.8979632858946855,0.5394233070668051,-0.1603957472633537,0.5394233070668051,-0.1603957472633537,2.685283729891008,0.9992110368668032,WCL25,060223,green_r,,,,
749,820.7179985940456,748,820.3889921307564,False,True,0.09999999999999998,0.9,True,R,A,RR,AA,RRR,AAA,0,1,1,0,1,1,0,1,1,0,111,111,RRR,000,0.9999999125781563,0.9999999984413839,8.586322752801578e-08,1.0,1.0,0.9,0.09999999999999998,0.09999999999999998,0.0,Exploitation,15221,15225,15227,15217,15219,15225,821.718,821.826,822.15,822.258,3.2184165039288355,1.7360545439722919,2.6980523498260043,1.416265829998296,2.6980523498260043,1.416265829998296,3.7779329897448184,1.6548141628024415,WCL25,060223,green_r,,,,
751,823.0499915778637,750,822.658995911479,False,True,0.09999999999999998,0.9,True,R,A,RR,AA,RRR,AAA,0,1,1,0,1,1,0,1,1,0,111,111,RRR,000,0.9999999125781563,0.9999999997919247,8.721376831832828e-08,1.0,1.0,0.9,0.09999999999999998,0.09999999999999998,0.0,Exploitation,15265,15257,15294,15252,15252,15257,823.608,823.608,823.878,825.876,1.4811007575060444,0.04696667190803594,0.617043288346261,-1.1319872250303287,0.617043288346261,-1.1319872250303287,1.781740568770685,-0.47276440812180665,WCL25,060223,green_r,,,,
753,826.4559980481863,752,826.0699912905693,False,True,0.09999999999999998,0.9,True,R,A,RR,AA,RRR,AAA,0,1,1,0,1,1,0,1,1,0,111,111,RRR,000,0.9999999125781563,0.9999999999722219,8.739406553992524e-08,1.0,1.0,0.9,0.09999999999999998,0.09999999999999998,0.0,Exploitation,15328,15342,15372,15337,15338,15342,828.198,828.252,828.468,830.088,2.284813738439338,0.9127617525725877,0.9372407871984183,-0.08904670181021676,0.9372407871984183,-0.08904670181021676,0.7695601236207363,-0.3651010576737074,WCL25,060223,green_r,,,,
759,831.1619974672794,758,830.8929987251759,False,True,0.09999999999999998,0.9,True,R,A,RR,AA,RRR,AAA,0,1,1,0,1,1,0,1,1,0,111,111,RRR,000,0.9999999125781563,0.9999999999962916,8.741813528612141e-08,1.0,1.0,0.9,0.09999999999999998,0.09999999999999998,0.0,Exploitation,15415,15386,15389,15380,15380,15386,830.52,830.52,830.8439999999999,831.006,1.31381598235058,-0.3007058035376061,3.3082653570654412,0.3448555063848357,3.3082653570654412,0.3448555063848357,3.579332646585034,0.9712301239199974,WCL25,060223,green_r,,,,
761,833.7319996207952,760,833.4009915590286,False,True,0.09999999999999998,0.9,True,R,A,RR,AA,RRR,AAA,0,1,1,0,1,1,0,1,1,0,111,111,RRR,000,0.9999999125781563,0.999999999999505,8.742134860462158e-08,1.0,1.0,0.9,0.09999999999999998,0.09999999999999998,0.0,Exploitation,15462,15527,15531,15518,15521,15527,837.972,838.134,838.458,838.674,-1.3391506365552965,-2.810074950027181,-0.07124761232076329,-1.118526859942013,-0.07124761232076329,-1.118526859942013,0.2786125586739039,-0.7211782045657447,WCL25,060223,green_r,,,,
763,835.7679974287748,762,835.4549936950207,False,True,0.09999999999999998,0.9,True,R,A,RR,AA,RRR,AAA,0,1,1,0,1,1,0,1,1,0,111,111,RRR,000,0.9999999125781563,0.9999999999999339,8.74217775947983e-08,1.0,1.0,0.9,0.09999999999999998,0.09999999999999998,0.0,Exploitation,15500,15527,15531,15518,15521,15527,837.972,838.134,838.458,838.674,-1.3391506365552965,-2.810074950027181,-0.07124761232076329,-1.118526859942013,-0.07124761232076329,-1.118526859942013,0.2786125586739039,-0.7211782045657447,WCL25,060223,green_r,,,,
784,849.3830010294914,783,848.9229954779148,False,True,0.09999999999999998,0.9,True,R,A,RR,AA,RRR,AAA,0,1,1,0,1,1,0,1,1,0,111,111,RRR,000,0.9999999125781563,0.9999999999999912,8.742183488230637e-08,1.0,1.0,0.9,0.09999999999999998,0.09999999999999998,0.0,Exploitation,15752,15758,15762,15749,-1,15758,850.446,,850.932,851.148,-0.3492264945293036,-0.8610841872732442,-1.0128476672442313,-1.4026557114778375,-1.0128476672442313,-1.4026557114778375,-0.24009432512473675,-1.2158379686131715,WCL25,060223,green_r,,,,
786,852.3179981857538,785,851.8909938633442,False,True,0.09999999999999998,0.9,True,R,A,RR,AA,RRR,AAA,0,1,1,0,1,1,0,1,1,0,111,111,RRR,000,0.9999999125781563,0.9999999999999988,8.742184243182294e-08,1.0,1.0,0.9,0.09999999999999998,0.09999999999999998,0.0,Exploitation,15807,15799,15801,15791,-1,15799,852.7139999999999,,853.146,853.254,6.154616632262522,3.6992973905026125,8.541611387828212,3.3256088576913747,8.541611387828212,3.3256088576913747,6.49481168751461,2.6512568289692457,WCL25,060223,green_r,,,,
793,857.2730004787445,792,856.9339960813522,True,False,0.9,0.09999999999999998,False,l,a,Rl,Ab,RRl,AAb,1,1,1,0,1,1,0,1,1,0,111,111,RRR,000,0.9999999125781563,0.9999999999999999,8.742184354204596e-08,0.8,0.8,0.09999999999999998,0.7000000000000001,0.7000000000000001,0.2,Right Bias,15898,15904,15928,15899,15899,15904,858.5459999999999,858.5459999999999,858.816,860.112,0.13334790782249875,-0.6967663195997682,0.03172031685541843,-1.0163930327454114,0.03172031685541843,-1.0163930327454114,3.1008206681323323,1.0034799930646474,WCL25,060223,green_r,,,,
798,862.5949993729591,797,862.1669992804527,True,False,0.9,0.09999999999999998,True,L,A,lL,aA,RlL,AbB,0,0,0,1,1,1,0,1,1,0,011,011,LRR,100,0.133500038032197,0.9999999999999999,0.8664999619678029,0.8,0.6,0.09999999999999998,0.5,0.5,0.2,Right Bias,15997,15987,15990,15981,15982,15987,862.974,863.028,863.298,863.46,4.128625392741353,2.1859069354728624,1.6500057478711418,0.271639696300074,1.6500057478711418,0.271639696300074,0.8696193993026519,-0.39953188445923926,WCL25,060223,green_r,,,,
800,864.4059933722019,799,864.1690000891685,True,False,0.9,0.09999999999999998,True,L,A,LL,AA,lLL,aAA,0,1,0,0,0,0,1,1,1,0,101,001,LLR,010,0.8843222120096356,0.9999999999999999,0.11567778799036432,0.8,0.4,0.09999999999999998,0.30000000000000004,0.30000000000000004,0.2,Exploration,16030,16044,16069,16039,16040,16044,866.106,866.16,866.376,867.726,0.8696353644469249,-0.9323607690859507,1.029730902342259,-2.378877026636018,1.029730902342259,-2.378877026636018,1.024070775616804,-0.1621857299124029,WCL25,060223,green_r,,,,
802,866.0659924149513,801,865.8249959349632,True,False,0.9,0.09999999999999998,True,L,A,LL,AA,LLL,AAA,0,1,0,0,1,0,0,0,0,1,110,000,LLL,001,0.9845570095537513,0.9999999999999999,0.015442990446248639,0.8,0.2,0.09999999999999998,0.10000000000000003,0.10000000000000003,0.2,Exploration,16061,16044,16069,16039,16040,16044,866.106,866.16,866.376,867.726,0.8696353644469249,-0.9323607690859507,1.029730902342259,-2.378877026636018,1.029730902342259,-2.378877026636018,1.024070775616804,-0.1621857299124029,WCL25,060223,green_r,,,,
805,869.4860000163317,804,869.0569940954447,False,True,0.9,0.09999999999999998,False,r,a,Lr,Ab,LLr,AAb,1,1,0,0,1,0,0,1,0,0,111,000,LLL,000,0.9979383600078626,0.9999999999999999,0.0020616399921372652,0.6,0.2,0.09999999999999998,0.10000000000000003,0.10000000000000003,0.4,Exploration,16124,16148,16152,16139,16141,16148,871.506,871.614,871.992,872.208,2.282815501345242,1.2439752811209046,2.076040613694333,0.48122406141368046,2.076040613694333,0.48122406141368046,2.0433195677266363,0.2726408705474177,WCL25,060223,green_r,,,,
809,871.9929970800877,808,871.6629948467016,True,False,0.9,0.09999999999999998,True,L,A,rL,aB,LrL,AbA,1,0,1,1,1,0,0,1,0,0,011,100,RLL,100,0.9979383600078626,0.13350004970301743,-0.8644383103048452,0.8,0.2,0.09999999999999998,0.10000000000000003,0.10000000000000003,0.4,Exploration,16171,16163,16169,16156,16157,16163,872.424,872.478,872.802,873.126,1.3829938773207,-0.3252927490614218,0.8217964338718927,-0.8164220850105439,0.8217964338718927,-0.8164220850105439,2.588808551031116,0.1026682089925231,WCL25,060223,green_r,,,,
811,873.6569993197918,810,873.4039932489395,True,False,0.9,0.09999999999999998,True,L,A,LL,AA,rLL,aBB,0,1,0,1,0,1,1,1,0,0,101,010,LRL,110,0.9997247709585799,0.13350004970301743,-0.8662247212555625,0.8,0.2,0.09999999999999998,0.10000000000000003,0.10000000000000003,0.4,Exploration,16202,16191,16214,16186,16187,16191,874.044,874.098,874.314,875.556,2.64211360338482,1.041287573276909,1.9839322354216662,-0.03692147182611069,1.9839322354216662,-0.03692147182611069,-1.9874910062817885,-3.435515595768085,WCL25,060223,green_r,,,,
813,875.5649954080582,812,875.297998264432,True,False,0.9,0.09999999999999998,True,L,A,LL,AA,LLL,AAA,0,1,0,0,1,0,1,0,1,1,110,001,LLR,011,0.9999632569092907,0.13350004970301743,-0.8664632072062732,0.8,0.2,0.09999999999999998,0.10000000000000003,0.10000000000000003,0.4,Exploration,16237,16223,16226,16218,-1,16223,875.7719999999999,,876.042,876.204,-0.6563821105053109,-2.105160961065553,-0.1399447072092077,-1.2638906996224866,-0.1399447072092077,-1.2638906996224866,0.5171467293088081,-0.7523915247876094,WCL25,060223,green_r,,,,
817,879.267992824316,816,878.7769977003336,False,True,0.9,0.09999999999999998,False,r,a,Lr,Ab,LLr,AAb,1,1,0,0,1,0,0,1,0,1,111,000,LLL,001,0.999995094795564,0.13350004970301743,-0.8664950450925466,0.6,0.4,0.09999999999999998,0.30000000000000004,0.30000000000000004,0.6,Exploration,16306,16269,16278,16260,16261,16269,878.04,878.0939999999999,878.526,879.012,2.3225795812567025,0.7535098712925106,-0.12233716975758008,-0.6092787381052092,-0.12233716975758008,-0.6092787381052092,-1.10046663599159,-1.9878691703904317,WCL25,060223,green_r,,,,
821,881.5789941698313,820,881.3139986246824,True,False,0.9,0.09999999999999998,True,L,A,rL,aB,LrL,AbA,1,0,1,1,1,0,0,1,0,0,011,100,RLL,100,0.999995094795564,0.017822263270708127,-0.9821728315248559,0.8,0.2,0.09999999999999998,0.10000000000000003,0.10000000000000003,0.6,Exploration,16348,16349,16353,16344,-1,16349,882.576,,882.846,883.062,0.19710006730032512,-0.6432434949735601,0.5375814629246867,-0.4344558478765831,0.5375814629246867,-0.4344558478765831,0.7883058123201604,-0.11835411980691762,WCL25,060223,green_r,,,,
824,885.7979916036129,823,885.2839931845665,False,True,0.9,0.09999999999999998,False,r,a,Lr,Ab,rLr,aBa,1,1,0,1,0,1,1,1,0,0,101,010,LRL,110,0.999999345154964,0.017822263270708127,-0.9821770818842559,0.6,0.4,0.09999999999999998,0.30000000000000004,0.30000000000000004,0.6,Exploration,16427,16532,16576,16525,16526,16532,892.35,892.404,892.728,895.104,3.466600117536315,2.524706033524696,2.7642556832041345,1.3521999260118112,2.7642556832041345,1.3521999260118112,0.4041243333056833,-0.6168940007343545,WCL25,060223,green_r,,,,
828,888.4179934859276,827,888.0930002778769,True,False,0.9,0.09999999999999998,True,L,A,rL,aB,LrL,AbA,1,0,1,1,1,0,1,0,1,1,010,101,RLR,111,0.999999345154964,0.0023792730324597965,-0.9976200721225043,0.6,0.4,0.09999999999999998,0.30000000000000004,0.30000000000000004,0.8,Exploration,16475,16473,16496,16468,16469,16473,889.2719999999999,889.326,889.542,890.784,3.0013395732911654,0.7713672816578904,1.9706357155884473,-0.4362607735273212,1.9706357155884473,-0.4362607735273212,1.508981444623608,-1.0373325155689759,WCL25,060223,green_r,,,,
834,893.2959996163845,833,892.9739937186241,True,False,0.9,0.09999999999999998,True,L,A,LL,AA,rLL,aBB,0,1,0,1,0,1,1,1,0,1,101,010,LRL,111,0.9999999125781551,0.0023792730324597965,-0.9976206395456954,0.6,0.4,0.09999999999999998,0.30000000000000004,0.30000000000000004,0.8,Exploration,16565,16588,16612,16581,16582,16588,895.374,895.428,895.752,897.048,0.6463154419897235,-0.5227697052947621,0.5777635097970634,-1.15600779200989,0.5777635097970634,-1.15600779200989,1.105224886581064,0.1324005371700711,WCL25,060223,green_r,,,,
836,895.0270000845194,835,894.7349980473518,True,False,0.9,0.09999999999999998,True,L,A,LL,AA,LLL,AAA,0,1,0,0,1,0,1,0,1,1,110,001,LLR,011,0.9999999883291794,0.0023792730324597965,-0.9976207152967196,0.8,0.2,0.09999999999999998,0.10000000000000003,0.10000000000000003,0.6,Exploration,16597,16588,16612,16581,16582,16588,895.374,895.428,895.752,897.048,0.6463154419897235,-0.5227697052947621,0.5777635097970634,-1.15600779200989,0.5777635097970634,-1.15600779200989,1.105224886581064,0.1324005371700711,WCL25,060223,green_r,,,,
838,896.8030013144016,837,896.5440005064011,True,False,0.9,0.09999999999999998,True,L,A,LL,AA,LLL,AAA,0,1,0,0,1,0,0,1,0,1,111,000,LLL,001,0.9999999984419449,0.0023792730324597965,-0.9976207254094851,0.8,0.2,0.09999999999999998,0.10000000000000003,0.10000000000000003,0.4,Exploration,16630,16623,16627,16617,16619,16623,897.318,897.426,897.6419999999999,897.858,1.3527747612032504,0.2811092315255177,0.8598848671019272,0.15430177682018312,0.8598848671019272,0.15430177682018312,0.7517293912886299,0.02838803457195056,WCL25,060223,green_r,,,,
841,899.9979950487614,840,899.6149957180023,False,True,0.9,0.09999999999999998,True,R,A,LR,AB,LLR,AAB,1,1,0,0,1,0,0,1,0,0,111,000,LLL,000,0.9999999997919996,0.0023792730324597965,-0.9976207267595398,1.0,0.2,0.09999999999999998,0.10000000000000003,0.10000000000000003,0.4,Exploration,16689,16699,16702,16693,16693,16699,901.422,901.422,901.746,901.908,4.873620603403511,1.9217648336593716,6.385993142331555,3.4330095903050797,6.385993142331555,3.4330095903050797,6.515486055791305,3.5272129327824313,WCL25,060223,green_r,,,,
843,903.0339974910021,842,902.6220001280308,True,False,0.9,0.09999999999999998,True,L,A,RL,AB,LRL,ABA,1,1,1,1,1,0,0,1,0,0,111,100,RLL,100,0.9999999997919996,0.866817583365073,-0.13318241642692663,1.0,0.2,0.09999999999999998,0.10000000000000003,0.10000000000000003,0.4,Exploration,16746,16759,16763,16751,-1,16759,904.554,,904.986,905.202,5.523984235134159,3.9610267206706133,2.1435051534287686,1.2982449234330105,2.1435051534287686,1.2982449234330105,2.5441396461584205,1.2892192281225439,WCL25,060223,green_r,,,,
845,904.9089923501015,844,904.5919954776764,True,False,0.9,0.09999999999999998,False,l,a,Ll,Aa,RLl,ABb,0,1,0,1,1,1,1,1,0,0,111,010,LRL,110,0.999999999972232,0.866817583365073,-0.13318241660715902,0.8,0.2,0.09999999999999998,0.10000000000000003,0.10000000000000003,0.4,Exploration,16780,16759,16763,16753,-1,16759,904.662,,904.986,905.202,5.054759104423055,3.59053014323512,2.1435051534287686,1.2982449234330105,2.1435051534287686,1.2982449234330105,2.5441396461584205,1.2892192281225439,WCL25,060223,green_r,,,,
847,906.5539944916964,846,906.2039963901043,False,True,0.9,0.09999999999999998,False,r,a,lr,ab,Llr,Aab,1,0,0,0,1,0,1,1,1,1,011,001,LLR,011,0.1335000496993104,0.866817583365073,0.7333175336657626,0.6,0.4,0.09999999999999998,0.30000000000000004,0.30000000000000004,0.6,Exploration,16811,16794,16799,16787,16789,16794,906.4979999999999,906.606,906.876,907.146,1.5786860229612987,-0.8255234723274667,-0.18539097001657334,-1.0860086087102088,-0.18539097001657334,-1.0860086087102088,0.8017818193967324,-0.6841528073751088,WCL25,060223,green_r,,,,
851,909.0029954910278,850,908.7070003151894,False,True,0.9,0.09999999999999998,False,r,a,rr,aa,lrr,abb,0,0,1,1,0,0,0,1,0,1,001,100,RLL,101,0.1335000496993104,0.11572019046268667,-0.01777985923662373,0.4,0.6,0.09999999999999998,0.5,0.5,0.6,Right Bias,16856,16794,16799,16787,16789,16794,906.4979999999999,906.606,906.876,907.146,1.5786860229612987,-0.8255234723274667,-0.18539097001657334,-1.0860086087102088,-0.18539097001657334,-1.0860086087102088,0.8017818193967324,-0.6841528073751088,WCL25,060223,green_r,,,,
853,910.5439949780703,852,910.1389981806278,False,True,0.9,0.09999999999999998,False,r,a,rr,aa,rrr,aaa,0,0,1,0,0,1,1,0,0,0,000,110,RRL,010,0.1335000496993104,0.015448651178411307,-0.11805139852089909,0.2,0.6,0.09999999999999998,0.5,0.5,0.4,Right Bias,16885,16932,16935,16925,16927,16932,913.95,914.058,914.328,914.49,4.237166157520826,2.737213404904399,4.668386703049652,2.095144693987104,4.668386703049652,2.095144693987104,2.937472287617324,0.8084075773382817,WCL25,060223,green_r,,,,
856,914.138000831008,855,913.7869969010353,False,True,0.9,0.09999999999999998,False,r,a,rr,aa,rrr,aaa,0,0,1,0,0,1,0,0,1,1,000,111,RRR,001,0.1335000496993104,0.0020623957001624886,-0.13143765399914792,0.0,0.8,0.09999999999999998,0.7000000000000001,0.7000000000000001,0.2,Right Bias,16951,16932,16935,16925,16927,16932,913.95,914.058,914.328,914.49,4.237166157520826,2.737213404904399,4.668386703049652,2.095144693987104,4.668386703049652,2.095144693987104,2.937472287617324,0.8084075773382817,WCL25,060223,green_r,,,,
858,916.5209993720055,857,915.8969935029745,True,False,0.9,0.09999999999999998,True,L,A,rL,aB,rrL,aaB,1,0,1,0,0,1,0,0,1,0,000,111,RRR,000,0.1335000496993104,0.00027532992847898157,-0.13322471977083142,0.2,0.8,0.09999999999999998,0.7000000000000001,0.7000000000000001,0.4,Right Bias,16995,16986,17006,16974,16982,16986,916.596,917.028,917.244,918.324,2.669960115872086,1.8313077317711965,1.2736874340935078,0.5029819522884759,1.2736874340935078,0.5029819522884759,1.9439095950991052,-0.9479493613607559,WCL25,060223,green_r,,,,
860,918.1659914553165,859,917.9309997707605,True,False,0.9,0.09999999999999998,True,L,A,LL,AA,rLL,aBB,0,1,0,1,0,1,0,0,1,0,100,011,LRR,100,0.8843222135671958,0.00027532992847898157,-0.8840468836387168,0.4,0.6,0.09999999999999998,0.5,0.5,0.2,Right Bias,17026,17015,17018,17011,-1,17015,918.5939999999999,,918.81,918.972,1.2999025077705637,-0.8539233479835492,1.361755864245811,-1.1909237642520847,1.361755864245811,-1.1909237642520847,1.9367858693134945,-0.9990968939206372,WCL25,060223,green_r,,,,
863,921.611999720335,862,921.238998323679,False,True,0.9,0.09999999999999998,False,r,a,Lr,Ab,LLr,AAb,1,1,0,0,1,0,1,0,1,0,110,001,LLR,010,0.9845570097616856,0.00027532992847898157,-0.9842816798332066,0.4,0.6,0.09999999999999998,0.5,0.5,0.4,Right Bias,17090,17045,17049,17036,17037,17045,919.944,919.9979999999999,920.43,920.646,3.717687816033363,1.7092671378995854,3.690623450128767,1.6956570561005944,3.690623450128767,1.6956570561005944,2.4304316664449828,1.1316448502744099,WCL25,060223,green_r,,,,
868,924.5219919830561,867,924.1929955780506,True,False,0.9,0.09999999999999998,True,L,A,rL,aB,LrL,AbA,1,0,1,1,1,0,0,1,0,1,011,100,RLL,101,0.9845570097616856,3.675655913667228e-05,-0.9845202532025489,0.6,0.4,0.09999999999999998,0.30000000000000004,0.30000000000000004,0.6,Exploration,17144,17135,17158,17131,17132,17135,925.074,925.128,925.29,926.532,-1.8943909778718468,-3.068197140789351,-1.7969200809516124,-2.368347768823498,-1.7969200809516124,-2.368347768823498,2.105090410554293,0.7344633078008741,WCL25,060223,green_r,,,,
871,927.6989914476871,870,927.2049989551306,False,True,0.9,0.09999999999999998,False,r,a,Lr,Ab,rLr,aBa,1,1,0,1,0,1,1,1,0,0,101,010,LRL,110,0.9979383600356219,3.675655913667228e-05,-0.9979016034764852,0.6,0.4,0.09999999999999998,0.30000000000000004,0.30000000000000004,0.8,Exploration,17202,17355,17390,17348,17349,17355,936.792,936.846,937.17,939.06,2.199990966659492,-0.025216554868884584,3.0057207895350113,0.09878825789813642,3.0057207895350113,0.09878825789813642,2.069156719081116,-0.21107761794809704,WCL25,060223,green_r,,,,
874,930.9299938380718,873,930.6050006300211,True,False,0.9,0.09999999999999998,True,L,A,rL,aB,LrL,AbA,1,0,1,1,1,0,1,0,1,1,010,101,RLR,111,0.9979383600356219,4.90700247165765e-06,-0.9979334530331502,0.6,0.4,0.09999999999999998,0.30000000000000004,0.30000000000000004,0.8,Exploration,17262,17262,17265,17257,17258,17262,931.878,931.932,932.148,932.31,0.9107014458858572,0.12607732601426358,0.8071824108507258,0.04270936548978061,0.8071824108507258,0.04270936548978061,2.522034028318437,0.1963018304385099,WCL25,060223,green_r,,,,
876,932.593996077776,875,932.3499921709299,True,False,0.9,0.09999999999999998,True,L,A,LL,AA,rLL,aBB,0,1,0,1,0,1,1,1,0,1,101,010,LRL,111,0.9997247709622858,4.90700247165765e-06,-0.9997198639598142,0.6,0.4,0.09999999999999998,0.30000000000000004,0.30000000000000004,0.8,Exploration,17293,17291,17297,17285,17287,17291,933.39,933.4979999999999,933.7139999999999,934.038,5.067690486731103,3.616904555669209,5.9872722995536805,4.539239922286561,5.9872722995536805,4.539239922286561,2.524577109045478,1.76796196998615,WCL25,060223,green_r,,,,
